Geohash,GeohashBounds,Latitude_SW,Longitude_SW,Latitude_NE,Longitude_NE,Location,Latitude,Longitude,City,County,State,Country,ISO_3166_2,AvgTimeToPark,AvgTimeToParkRatio,TotalSearching,PercentSearching,AvgUniqueGeohashes,AvgTotalGeohashes,CirclingDistribution,HourlyDistribution,SearchingByHour,PercentCar,PercentMPV,PercentLDT,PercentMDT,PercentHDT,PercentOther,UpdateDate,Version
c3nfk5u,"POLYGON((-114.076538085938 51.0411071777344, -114.075164794922 51.0411071777344, -114.075164794922 51.04248046875, -114.076538085938 51.04248046875, -114.076538085938 51.0411071777344))",51.041,-114.077,51.042,-114.075,POINT(-114.07588 51.04185),51.042,-114.076,Calgary,,Alberta,Canada,CA-AB,7.353,1.729,6,0.182,5.667,8.667,"{""c3nfkh5"":0.015, ""c3nfk5u"":0.2505, ""c3nfk5g"":0.1491, ""c3nfk5s"":0.0859, ""c3nfkhh"":0.0796, ""c3nfk5e"":0.0141, ""c3nfk5v"":0.0819, ""c3nfkhj"":0.1558, ""c3nfk5t"":0.1682}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": 0, ""05"": null, ""06"": 0, ""07"": 0, ""08"": 0, ""09"": 0, ""10"": 0, ""11"": 0.25, ""12"": 0.25, ""13"": 0.25, ""14"": 0, ""15"": 0, ""16"": 0, ""17"": 0, ""18"": null, ""19"": null, ""20"": 0.25, ""21"": null, ""22"": null, ""23"": null}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": 0, ""05"": null, ""06"": 0, ""07"": 0, ""08"": 0, ""09"": 0, ""10"": 0, ""11"": 0.6667, ""12"": 0.2, ""13"": 0.4, ""14"": 0, ""15"": 0, ""16"": 0, ""17"": 0, ""18"": null, ""19"": null, ""20"": 1, ""21"": null, ""22"": null, ""23"": null}",0,0.5,0.5,0,0,0,02-10-20,2.2
c3nfkjp,"POLYGON((-114.072418212891 51.0479736328125, -114.071044921875 51.0479736328125, -114.071044921875 51.0493469238281, -114.072418212891 51.0493469238281, -114.072418212891 51.0479736328125))",51.048,-114.072,51.049,-114.071,POINT(-114.07184 51.04847),51.048,-114.072,Calgary,,Alberta,Canada,CA-AB,5.641,1.305,9,0.123,4.556,7.444,"{""c3nfkhz"":0.0772, ""c3nfkm2"":0.0799, ""c3nfkjr"":0.0703, ""c3nfkjq"":0.261, ""c3nfkm0"":0.0391, ""c3nfkhy"":0.0764, ""c3nfkjp"":0.1969, ""c3nfkkb"":0.1052, ""c3nfkjn"":0.094}","{""00"": 0, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": 0, ""06"": 0, ""07"": 0.2, ""08"": 0.2, ""09"": 0, ""10"": 0.2, ""11"": 0.2, ""12"": 0, ""13"": 0.2, ""14"": 0, ""15"": 0, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": 0, ""23"": null}","{""00"": 0, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": 0, ""06"": 0, ""07"": 0.2222, ""08"": 0.0625, ""09"": 0, ""10"": 0.3571, ""11"": 0.1429, ""12"": 0, ""13"": 0.5, ""14"": 0, ""15"": 0, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": 0, ""23"": null}",0,0.333,0.667,0,0,0,02-10-20,2.2
c3nfnf4,"POLYGON((-113.958435058594 50.987548828125, -113.957061767578 50.987548828125, -113.957061767578 50.9889221191406, -113.958435058594 50.9889221191406, -113.958435058594 50.987548828125))",50.988,-113.958,50.989,-113.957,POINT(-113.95779 50.98856),50.989,-113.958,Calgary,,Alberta,Canada,CA-AB,6.593,2.406,5,0.192,4.6,7.8,"{""c3nfnf6"":0.0772, ""c3nfnf4"":0.1281, ""c3nfncf"":0.0396, ""c3nfnf7"":0.1615, ""c3nfnf3"":0.2914, ""c3nfnf5"":0.277, ""c3nfncg"":0.0252}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": 0.25, ""07"": 0, ""08"": 0.25, ""09"": 0, ""10"": 0, ""11"": 0, ""12"": 0.25, ""13"": 0, ""14"": 0, ""15"": 0, ""16"": 0.25, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": 0.1429, ""07"": 0, ""08"": 0.5, ""09"": 0, ""10"": 0, ""11"": 0, ""12"": 1, ""13"": 0, ""14"": 0, ""15"": 0, ""16"": 0.5, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0.2,0.4,0,0,0.4,02-10-20,2.2
c3nfkhz,"POLYGON((-114.072418212891 51.0466003417969, -114.071044921875 51.0466003417969, -114.071044921875 51.0479736328125, -114.072418212891 51.0479736328125, -114.072418212891 51.0466003417969))",51.047,-114.072,51.048,-114.071,POINT(-114.07179 51.04748),51.047,-114.072,Calgary,,Alberta,Canada,CA-AB,5.842,1.766,6,0.128,4.667,8.167,"{""c3nfkkb"":0.2, ""c3nfkhz"":0.1548, ""c3nfkm0"":0.1368, ""c3nfkhy"":0.0628, ""c3nfkhx"":0.1177, ""c3nfkjp"":0.0887, ""c3nfkk8"":0.1942, ""c3nfkjn"":0.0451}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": 0, ""06"": 0, ""07"": 0.2222, ""08"": 0.3333, ""09"": 0, ""10"": 0, ""11"": 0, ""12"": 0, ""13"": 0.2222, ""14"": 0.2222, ""15"": 0, ""16"": null, ""17"": null, ""18"": 0, ""19"": null, ""20"": 0, ""21"": 0, ""22"": null, ""23"": null}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": 0, ""06"": 0, ""07"": 0.0833, ""08"": 0.2857, ""09"": 0, ""10"": 0, ""11"": 0, ""12"": 0, ""13"": 0.5, ""14"": 0.3333, ""15"": 0, ""16"": null, ""17"": null, ""18"": 0, ""19"": null, ""20"": 0, ""21"": 0, ""22"": null, ""23"": null}",0.167,0.667,0,0,0,0.167,02-10-20,2.2
c3x2b4r,"POLYGON((-113.545074462891 53.5816955566406, -113.543701171875 53.5816955566406, -113.543701171875 53.5830688476562, -113.545074462891 53.5830688476562, -113.545074462891 53.5816955566406))",53.582,-113.545,53.583,-113.544,POINT(-113.54475 53.58247),53.582,-113.545,Edmonton,,Alberta,Canada,CA-AB,4.78,1.465,5,0.455,4.4,8.6,"{""c3x2b4p"":0.0694, ""c3x2b4q"":0.1281, ""c3x2b60"":0.0842, ""c3x2b62"":0.5178, ""c3x2b4r"":0.1384, ""c3x2b4n"":0.0622}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": 0.3333, ""09"": 0, ""10"": 0, ""11"": 0, ""12"": 0.3333, ""13"": null, ""14"": null, ""15"": 0.3333, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": 0.5, ""09"": 0, ""10"": 0, ""11"": 0, ""12"": 1, ""13"": null, ""14"": null, ""15"": 1, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0.2,0.4,0.2,0,0.2,02-10-20,2.2
c3x0q7s,"POLYGON((-113.626098632812 53.5006713867187, -113.624725341797 53.5006713867187, -113.624725341797 53.5020446777344, -113.626098632812 53.5020446777344, -113.626098632812 53.5006713867187))",53.501,-113.626,53.502,-113.625,POINT(-113.62528 53.50108),53.501,-113.625,Edmonton,,Alberta,Canada,CA-AB,4.497,1.249,5,0.313,5,8.2,"{""c3x0q77"":0.0579, ""c3x0q7t"":0.127, ""c3x0q7s"":0.2403, ""c3x0q7e"":0.1296, ""c3x0q7u"":0.2073, ""c3x0q7k"":0.0976, ""c3x0q7g"":0.0884, ""c3x0q7v"":0.0518}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": null, ""10"": 0, ""11"": null, ""12"": 0, ""13"": 0.3333, ""14"": null, ""15"": null, ""16"": 0.3333, ""17"": 0.3333, ""18"": 0, ""19"": null, ""20"": 0, ""21"": null, ""22"": 0, ""23"": 0}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": null, ""10"": 0, ""11"": null, ""12"": 0, ""13"": 1, ""14"": null, ""15"": null, ""16"": 0.4, ""17"": 1, ""18"": 0, ""19"": null, ""20"": 0, ""21"": null, ""22"": 0, ""23"": 0}",0,0.6,0.4,0,0,0,02-10-20,2.2
c3x2f38,"POLYGON((-113.455810546875 53.5775756835938, -113.454437255859 53.5775756835938, -113.454437255859 53.5789489746094, -113.455810546875 53.5789489746094, -113.455810546875 53.5775756835938))",53.578,-113.456,53.579,-113.454,POINT(-113.4557 53.57822),53.578,-113.456,Edmonton,,Alberta,Canada,CA-AB,1.614,1.394,6,0.25,5.5,8,"{""c3x2f3c"":0.1025, ""c3x2f33"":0.1442, ""c3x2f1z"":0.1068, ""c3x2f3b"":0.1762, ""c3x2f1x"":0.1165, ""c3x2f39"":0.0961, ""c3x2f38"":0.2576}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": 0.1667, ""06"": 0, ""07"": null, ""08"": null, ""09"": 0.1667, ""10"": null, ""11"": 0.1667, ""12"": 0, ""13"": 0, ""14"": 0.1667, ""15"": null, ""16"": 0.1667, ""17"": null, ""18"": 0.1667, ""19"": 0, ""20"": 0, ""21"": 0, ""22"": null, ""23"": null}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": 0.5, ""06"": 0, ""07"": null, ""08"": null, ""09"": 0.5, ""10"": null, ""11"": 0.3333, ""12"": 0, ""13"": 0, ""14"": 1, ""15"": null, ""16"": 1, ""17"": null, ""18"": 0.5, ""19"": 0, ""20"": 0, ""21"": 0, ""22"": null, ""23"": null}",0.5,0,0,0,0.5,0,02-10-20,2.2
c3x29rc,"POLYGON((-113.498382568359 53.5679626464844, -113.497009277344 53.5679626464844, -113.497009277344 53.5693359375, -113.498382568359 53.5693359375, -113.498382568359 53.5679626464844))",53.568,-113.498,53.569,-113.497,POINT(-113.49822 53.56883),53.569,-113.498,Edmonton,,Alberta,Canada,CA-AB,3.083,1.43,5,0.294,4.6,7.6,"{""c3x29rb"":0.2812, ""c3x29rc"":0.3786, ""c3x29r8"":0.0217, ""c3x2c20"":0.0977, ""c3x2c21"":0.076, ""c3x2c24"":0.0941, ""c3x29rf"":0.0507}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": 0, ""07"": 0.3333, ""08"": 0.3333, ""09"": null, ""10"": null, ""11"": 0, ""12"": 0, ""13"": 0.3333, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": 0, ""22"": null, ""23"": null}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": 0, ""07"": 0.5, ""08"": 0.3333, ""09"": null, ""10"": null, ""11"": 0, ""12"": 0, ""13"": 1, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": 0, ""22"": null, ""23"": null}",0,0,1,0,0,0,02-10-20,2.2
c3x2754,"POLYGON((-113.420104980469 53.4979248046875, -113.418731689453 53.4979248046875, -113.418731689453 53.4992980957031, -113.420104980469 53.4992980957031, -113.420104980469 53.4979248046875))",53.498,-113.42,53.499,-113.419,POINT(-113.41921 53.49879),53.499,-113.419,Edmonton,,Alberta,Canada,CA-AB,3.72,1.317,9,0.155,4.889,7.222,"{""c3x2757"":0.0788, ""c3x274g"":0.1136, ""c3x2756"":0.055, ""c3x2754"":0.3811, ""c3x2755"":0.2579, ""c3x274f"":0.1136}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": 0.1667, ""06"": 0, ""07"": 0, ""08"": 0.1667, ""09"": 0, ""10"": 0.1667, ""11"": 0.1667, ""12"": 0, ""13"": 0.1667, ""14"": 0, ""15"": 0, ""16"": 0, ""17"": 0, ""18"": 0.1667, ""19"": null, ""20"": null, ""21"": 0, ""22"": null, ""23"": null}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": 1, ""06"": 0, ""07"": 0, ""08"": 0.1364, ""09"": 0, ""10"": 0.125, ""11"": 0.2, ""12"": 0, ""13"": 0.5, ""14"": 0, ""15"": 0, ""16"": 0, ""17"": 0, ""18"": 0.5, ""19"": null, ""20"": null, ""21"": 0, ""22"": null, ""23"": null}",0,0.222,0.444,0.111,0.111,0.111,02-10-20,2.2
c3x294y,"POLYGON((-113.502502441406 53.5404968261719, -113.501129150391 53.5404968261719, -113.501129150391 53.5418701171875, -113.502502441406 53.5418701171875, -113.502502441406 53.5404968261719))",53.541,-113.502,53.542,-113.501,POINT(-113.50194 53.54149),53.541,-113.502,Edmonton,,Alberta,Canada,CA-AB,3.411,1.339,6,0.118,4.5,6.833,"{""c3x294t"":0.0957, ""c3x295n"":0.2578, ""c3x295j"":0.0893, ""c3x294v"":0.2166, ""c3x294y"":0.1478, ""c3x295p"":0.1409, ""c3x294z"":0.0518}","{""00"": null, ""01"": null, ""02"": 0, ""03"": null, ""04"": null, ""05"": null, ""06"": 0, ""07"": 0.1667, ""08"": 0.1667, ""09"": 0, ""10"": 0.1667, ""11"": 0.1667, ""12"": 0, ""13"": 0, ""14"": 0.1667, ""15"": 0, ""16"": 0, ""17"": null, ""18"": 0.1667, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}","{""00"": null, ""01"": null, ""02"": 0, ""03"": null, ""04"": null, ""05"": null, ""06"": 0, ""07"": 0.0625, ""08"": 0.25, ""09"": 0, ""10"": 0.25, ""11"": 0.125, ""12"": 0, ""13"": 0, ""14"": 0.3333, ""15"": 0, ""16"": 0, ""17"": null, ""18"": 1, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0.333,0.167,0.167,0.167,0.167,02-10-20,2.2
c28xw7z,"POLYGON((-122.762603759766 49.1514587402344, -122.76123046875 49.1514587402344, -122.76123046875 49.15283203125, -122.762603759766 49.15283203125, -122.762603759766 49.1514587402344))",49.151,-122.763,49.153,-122.761,POINT(-122.76175 49.15203),49.152,-122.762,Surrey,,British Columbia,Canada,CA-BC,3.275,2.591,6,0.24,4.333,6.333,"{""c28xw7z"":0.3105, ""c28xw7y"":0.0014, ""c28xw7x"":0.3367, ""c28xw7w"":0.0817, ""c28xwe8"":0.0327, ""c28xweb"":0.237}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": 0.1667, ""08"": null, ""09"": 0.1667, ""10"": 0, ""11"": 0.1667, ""12"": 0, ""13"": 0, ""14"": 0.1667, ""15"": 0.1667, ""16"": 0, ""17"": 0, ""18"": 0.1667, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": 0.3333, ""08"": null, ""09"": 0.25, ""10"": 0, ""11"": 0.25, ""12"": 0, ""13"": 0, ""14"": 0.5, ""15"": 0.5, ""16"": 0, ""17"": 0, ""18"": 0.5, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0.667,0.167,0.167,0,02-10-20,2.2
c28xmdd,"POLYGON((-122.802429199219 49.1006469726562, -122.801055908203 49.1006469726562, -122.801055908203 49.1020202636719, -122.802429199219 49.1020202636719, -122.802429199219 49.1006469726562))",49.101,-122.802,49.102,-122.801,POINT(-122.80214 49.10095),49.101,-122.802,Surrey,,British Columbia,Canada,CA-BC,2.833,1.039,8,0.364,4.625,8,"{""c28xmde"":0.0906, ""c28xmdf"":0.0527, ""c28xmdd"":0.1908, ""c28xmd3"":0.1487, ""c28xmd6"":0.103, ""c28xmd7"":0.0284, ""c28xmd9"":0.1102, ""c28xmdg"":0.2757}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": 0.1667, ""06"": null, ""07"": 0, ""08"": 0, ""09"": 0.1667, ""10"": null, ""11"": null, ""12"": 0, ""13"": null, ""14"": 0.1667, ""15"": 0.1667, ""16"": 0.1667, ""17"": 0.1667, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": 1, ""06"": null, ""07"": 0, ""08"": 0, ""09"": 1, ""10"": null, ""11"": null, ""12"": 0, ""13"": null, ""14"": 0.25, ""15"": 0.375, ""16"": 0.5, ""17"": 1, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0,0,0.5,0.5,0,0,02-10-20,2.2
c28xg7p,"POLYGON((-122.894439697266 49.1912841796875, -122.89306640625 49.1912841796875, -122.89306640625 49.1926574707031, -122.894439697266 49.1926574707031, -122.894439697266 49.1912841796875))",49.191,-122.894,49.193,-122.893,POINT(-122.89407 49.19209),49.192,-122.894,Surrey,,British Columbia,Canada,CA-BC,3.876,1.208,7,0.069,5,7.571,"{""c28xg7p"":0.0888, ""c28xg6z"":0.0622, ""c28xg7r"":0.0675, ""c28xg6y"":0.0997, ""c28xg7n"":0.242, ""c28xgdb"":0.0754, ""c28xge0"":0.3643}","{""00"": null, ""01"": null, ""02"": 0.1667, ""03"": 0, ""04"": null, ""05"": null, ""06"": null, ""07"": 0.1667, ""08"": 0, ""09"": 0, ""10"": 0, ""11"": 0, ""12"": 0.1667, ""13"": 0.1667, ""14"": 0, ""15"": 0, ""16"": 0, ""17"": null, ""18"": 0.1667, ""19"": 0.1667, ""20"": 0, ""21"": 0, ""22"": null, ""23"": null}","{""00"": null, ""01"": null, ""02"": 1, ""03"": 0, ""04"": null, ""05"": null, ""06"": null, ""07"": 0.1667, ""08"": 0, ""09"": 0, ""10"": 0, ""11"": 0, ""12"": 0.1111, ""13"": 0.0667, ""14"": 0, ""15"": 0, ""16"": 0, ""17"": null, ""18"": 1, ""19"": 1, ""20"": 0, ""21"": 0, ""22"": null, ""23"": null}",0,0,0,0,0.714,0.286,02-10-20,2.2
c2b82bx,"POLYGON((-123.004302978516 49.2654418945313, -123.0029296875 49.2654418945313, -123.0029296875 49.2668151855469, -123.004302978516 49.2668151855469, -123.004302978516 49.2654418945313))",49.265,-123.004,49.267,-123.003,POINT(-123.0036 49.26616),49.266,-123.004,Burnaby,,British Columbia,Canada,CA-BC,6.11,2.07,5,0.061,5,7.8,"{""c2b8308"":0.1232, ""c2b82bw"":0.0983, ""c2b82br"":0.1657, ""c2b82bx"":0.1728, ""c2b82bz"":0.1927, ""c2b8302"":0.0983, ""c2b830b"":0, ""c2b82by"":0.0636, ""c2b82bq"":0.0854}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": 0, ""05"": null, ""06"": 0, ""07"": 0, ""08"": 0, ""09"": 0, ""10"": 0, ""11"": 0, ""12"": 0.2, ""13"": 0.2, ""14"": 0.2, ""15"": 0, ""16"": 0, ""17"": 0, ""18"": 0.2, ""19"": 0.2, ""20"": 0, ""21"": 0, ""22"": 0, ""23"": null}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": 0, ""05"": null, ""06"": 0, ""07"": 0, ""08"": 0, ""09"": 0, ""10"": 0, ""11"": 0, ""12"": 0.0667, ""13"": 0.1667, ""14"": 0.3333, ""15"": 0, ""16"": 0, ""17"": 0, ""18"": 0.5, ""19"": 0.3333, ""20"": 0, ""21"": 0, ""22"": 0, ""23"": null}",0.2,0.2,0.4,0,0.2,0,02-10-20,2.2
c2b8119,"POLYGON((-123.001556396484 49.2269897460938, -123.000183105469 49.2269897460938, -123.000183105469 49.2283630371094, -123.001556396484 49.2283630371094, -123.001556396484 49.2269897460938))",49.227,-123.002,49.228,-123,POINT(-123.00066 49.22824),49.228,-123.001,Burnaby,,British Columbia,Canada,CA-BC,5.92,2.21,5,0.192,5,9.4,"{""c2b811b"":0.1042, ""c2b811d"":0.1606, ""c2b8119"":0.2526, ""c2b811c"":0.1129, ""c2b8118"":0.2978, ""c2b8112"":0, ""c2b811f"":0.072}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": 0, ""05"": null, ""06"": 0, ""07"": 0, ""08"": 0, ""09"": 0.25, ""10"": 0.25, ""11"": null, ""12"": 0.25, ""13"": 0, ""14"": 0.25, ""15"": 0, ""16"": null, ""17"": 0, ""18"": 0, ""19"": 0, ""20"": 0, ""21"": null, ""22"": null, ""23"": null}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": 0, ""05"": null, ""06"": 0, ""07"": 0, ""08"": 0, ""09"": 0.25, ""10"": 0.5, ""11"": null, ""12"": 1, ""13"": 0, ""14"": 0.6667, ""15"": 0, ""16"": null, ""17"": 0, ""18"": 0, ""19"": 0, ""20"": 0, ""21"": null, ""22"": null, ""23"": null}",0,0,1,0,0,0,02-10-20,2.2
c2b80zw,"POLYGON((-123.005676269531 49.2599487304688, -123.004302978516 49.2599487304688, -123.004302978516 49.2613220214844, -123.005676269531 49.2613220214844, -123.005676269531 49.2599487304688))",49.26,-123.006,49.261,-123.004,POINT(-123.00515 49.26056),49.261,-123.005,Burnaby,,British Columbia,Canada,CA-BC,3.43,1.221,9,0.158,4.778,7.667,"{""c2b80zr"":0.1142, ""c2b80zw"":0.1351, ""c2b80zt"":0.1873, ""c2b80zx"":0.0672, ""c2b80zz"":0.0629, ""c2b80zq"":0.3344, ""c2b80zy"":0.0603, ""c2b80zm"":0.0386}","{""00"": null, ""01"": 0.2, ""02"": null, ""03"": null, ""04"": null, ""05"": 0, ""06"": 0, ""07"": 0, ""08"": 0, ""09"": 0, ""10"": 0, ""11"": 0, ""12"": 0.2, ""13"": 0.2, ""14"": 0.2, ""15"": 0.2, ""16"": null, ""17"": 0, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}","{""00"": null, ""01"": 1, ""02"": null, ""03"": null, ""04"": null, ""05"": 0, ""06"": 0, ""07"": 0, ""08"": 0, ""09"": 0, ""10"": 0, ""11"": 0, ""12"": 0.25, ""13"": 0.5, ""14"": 0.3333, ""15"": 0.9, ""16"": null, ""17"": 0, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.111,0.667,0.222,0,0,0,02-10-20,2.2
c2b81nb,"POLYGON((-123.0029296875 49.2558288574219, -123.001556396484 49.2558288574219, -123.001556396484 49.2572021484375, -123.0029296875 49.2572021484375, -123.0029296875 49.2558288574219))",49.256,-123.003,49.257,-123.002,POINT(-123.00227 49.2559),49.256,-123.002,Burnaby,,British Columbia,Canada,CA-BC,4.115,2.908,29,0.492,6.483,9.414,"{""c2b81p1"":0.037, ""c2b80zp"":0.0664, ""c2b81p0"":0.0345, ""c2b80yx"":0.282, ""c2b81n9"":0.1105, ""c2b81n8"":0.048, ""c2b81nb"":0.2787, ""c2b80yz"":0.1429}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": 0.1264, ""08"": 0.1155, ""09"": 0.1011, ""10"": 0.1264, ""11"": 0.1264, ""12"": 0.1011, ""13"": 0.1011, ""14"": 0.1011, ""15"": 0.1011, ""16"": null, ""17"": null, ""18"": null, ""19"": 0, ""20"": null, ""21"": null, ""22"": null, ""23"": null}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": 0.5, ""08"": 0.5, ""09"": 0.1667, ""10"": 0.6667, ""11"": 0.3958, ""12"": 0.5, ""13"": 0.25, ""14"": 1, ""15"": 0.5, ""16"": null, ""17"": null, ""18"": null, ""19"": 0, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.172,0.103,0.31,0,0.035,0.379,02-10-20,2.2
c2b80fj,"POLYGON((-123.007049560547 49.229736328125, -123.005676269531 49.229736328125, -123.005676269531 49.2311096191406, -123.007049560547 49.2311096191406, -123.007049560547 49.229736328125))",49.23,-123.007,49.231,-123.006,POINT(-123.00647 49.23037),49.23,-123.006,Burnaby,,British Columbia,Canada,CA-BC,3.197,1.808,6,0.171,4.833,9.167,"{""c2b80fk"":0.107, ""c2b80fj"":0.2009, ""c2b80fm"":0.2581, ""c2b80cy"":0.0149, ""c2b80fh"":0.0645, ""c2b80cv"":0.0695, ""c2b80fq"":0.0894, ""c2b80fn"":0.1957}","{""00"": 0, ""01"": null, ""02"": 0.1667, ""03"": null, ""04"": null, ""05"": null, ""06"": 0, ""07"": 0, ""08"": 0.1667, ""09"": 0.1667, ""10"": 0, ""11"": 0, ""12"": 0, ""13"": 0.1667, ""14"": 0.1667, ""15"": 0, ""16"": 0, ""17"": 0.1667, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": 0, ""23"": null}","{""00"": 0, ""01"": null, ""02"": 1, ""03"": null, ""04"": null, ""05"": null, ""06"": 0, ""07"": 0, ""08"": 0.5, ""09"": 0.1667, ""10"": 0, ""11"": 0, ""12"": 0, ""13"": 0.1667, ""14"": 0.1667, ""15"": 0, ""16"": 0, ""17"": 1, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": 0, ""23"": null}",0.167,0,0.667,0,0.167,0,02-10-20,2.2
c28xcs3,"POLYGON((-122.979583740234 49.1981506347656, -122.978210449219 49.1981506347656, -122.978210449219 49.1995239257812, -122.979583740234 49.1995239257812, -122.979583740234 49.1981506347656))",49.198,-122.98,49.2,-122.978,POINT(-122.97929 49.19857),49.199,-122.979,Burnaby,,British Columbia,Canada,CA-BC,3.34,1.033,15,0.283,4.467,6.733,"{""c28xcs3"":0.1706, ""c28xcs2"":0.3595, ""c28xcs1"":0.0614, ""c28xcs4"":0.0319, ""c28xcs6"":0.0922, ""c28xcs8"":0.0673, ""c28xcs9"":0.2171}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": 0.1212, ""10"": 0, ""11"": 0.1212, ""12"": 0.1515, ""13"": 0.1212, ""14"": 0.1212, ""15"": 0.1212, ""16"": 0.1212, ""17"": 0.1212, ""18"": 0, ""19"": 0, ""20"": null, ""21"": 0, ""22"": 0, ""23"": null}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": 0.4, ""10"": 0, ""11"": 0.375, ""12"": 0.6667, ""13"": 0.15, ""14"": 0.5, ""15"": 0.3333, ""16"": 0.3333, ""17"": 0.3333, ""18"": 0, ""19"": 0, ""20"": null, ""21"": 0, ""22"": 0, ""23"": null}",0.133,0.267,0.467,0,0,0.133,02-10-20,2.2
